id,parroquia_id:id,code,name,Cod_Postal,Desc_Corta_Urb,Desc_Larga_Urb,Nivel_Urb
13995,2044,8649,CASERIO PANAMA,6001,CAS.,CASERIO,14
15333,3079,8650,URBANIZACION COLINAS DEL PARAMO,5021,URB.,URBANIZACION,4
24138,2268,8651,SECTOR PUEBLO NUEVO,2010,SECT.,SECTOR,6
31277,3160,8652,CASERIO CURAZAITO,4013,CAS.,CASERIO,14
4724,1077,8653,CASERIO HERRERA,1236,CAS.,CASERIO,14
33099,3222,8654,BARRIO LESLAY,4005,BARR.,BARRIO,5
17588,2803,8655,CASERIO POTRERO DE ARMO,3303,CAS.,CASERIO,14
4440,1034,8656,SECTOR EL TOMUSO,1215,SECT.,SECTOR,6
7078,2246,8657,SECTOR VIA UPATA,8050,SECT.,SECTOR,6
27499,3023,8658,SECTOR EL PARAMITO,3150,SECT.,SECTOR,6
32960,3217,8659,SECTOR EL TAMARAL,4027,SECT.,SECTOR,6
12886,2454,8660,SECTOR LA GUACHARACA,2055,SECT.,SECTOR,6
24958,2290,8661,COMUNIDAD ALTOS DE LA CAMPINA,2005,COM.,COMUNIDAD,15
25047,2292,8662,BARRIO 24 DE JUNIO SECTOR 2,2050,BARR.,BARRIO,5
14521,2068,8663,SECTOR SAN GABRIEL,6001,SECT.,SECTOR,6
19882,2177,8664,SECTOR LA CRUZ,5210,SECT.,SECTOR,6
1513,1512,8665,BARRIO LOS CERRITOS,3201,BARR.,BARRIO,5
10361,2493,8666,SECTOR CERRO EL BURRO,2301,SECT.,SECTOR,6
20721,2878,8667,SECTOR COREA,6150,SECT.,SECTOR,6
5370,2106,8668,BARRIO MOREAN SOTO,2106,BARR.,BARRIO,5
6327,2133,8669,CARRETERA NACIONAL LA VILLA MAGDALENO,2126,CARRT.,CARRETERA,9
9677,2092,8670,SECTOR MATA DE CANA,5032,SECT.,SECTOR,6
32052,3181,8671,SECTOR LAS PARCELAS,5145,SECT.,SECTOR,6
11210,2374,8672,SECTOR QUEBRADA HONDA,4116,SECT.,SECTOR,6
9144,2338,8673,URBANIZACION NUEVO MILENIO,2209,URB.,URBANIZACION,4
29177,2546,8674,CASERIO LA CEIBA,3001,CAS.,CASERIO,14
24876,2288,8675,CASERIO LAS MATAS,2042,CAS.,CASERIO,14
31239,3156,8676,SECTOR RAYA ABAJO,4015,SECT.,SECTOR,6
26396,2950,8677,SECTOR SAN JUAN DE LOS ESBARRANCADOS,3101,SECT.,SECTOR,6
12669,2445,8678,SECTOR CURAIRIMA,4163,SECT.,SECTOR,6
13716,2027,8679,SECTOR PROVISOR,6023,SECT.,SECTOR,6
14246,2059,8680,URBANIZACION FERNANDEZ PADILLA,6001,URB.,URBANIZACION,4
32288,3191,8681,BARRIO EL ESTADIUM,4032,BARR.,BARRIO,5
20651,2876,8682,SECTOR COPEY,6150,SECT.,SECTOR,6
16370,3136,8683,ALDEA SANTA MARTHA,5058,ALD,ALDEA,23
31306,3162,8684,BARRIO 10 DE FEBRERO,4013,BARR.,BARRIO,5
29828,2569,8685,URBANIZACION EL RECREO,3023,URB.,URBANIZACION,4
32729,3207,8686,SECTOR LAGUNILLAS,4016,SECT.,SECTOR,6
33914,3241,8687,SECTOR HATICOS DEL NORTE,4036,SECT.,SECTOR,6
18697,2834,8688,CASERIO PUERTO LAS ANIMAS,3355,CAS.,CASERIO,14
5045,1316,8689,SECTOR ANIAGUA,1211,SECT.,SECTOR,6
25797,2310,8690,SECTOR FUNDACION VALENCIA II,2003,SECT.,SECTOR,6
5441,2109,8691,ZONA INDUSTRIAL SAN MIGUEL,2103,ZONA,ZONA,11
1123,1091,8692,URBANIZACION TRAPICHITO SECTOR 2,1120,URB.,URBANIZACION,4
18295,2819,8693,SECTOR CASA DE TEJA,3357,SECT.,SECTOR,6
5462,2110,8694,BARRIO 12 DE FEBRERO,2103,BARR.,BARRIO,5
3777,1579,8695,URBANIZACION MARANATHA LA ENSENADA,3203,URB.,URBANIZACION,4
10614,2502,8696,URBANIZACION RIO CARIBE,2301,URB.,URBANIZACION,4
7723,7283,8697,BARRIO VISTA EL SOL,8057,BARR.,BARRIO,5
14285,2061,8698,CASERIO LA CUESTA,6001,CAS.,CASERIO,14
14981,3059,8699,URBANIZACION EL PARAMO EL JUNCO,5017,URB.,URBANIZACION,4
11909,2409,8700,SECTOR EL TANQUESITO,4146,SECT.,SECTOR,6
17325,2636,8701,URBANIZACION VIRGEN DEL COROMOTO,6201,URB.,URBANIZACION,4
21591,2921,8702,SECTOR MUNDO NUEVO,6101,SECT.,SECTOR,6
20580,2866,8703,SECTOR VUELTA LARGA,6164,SECT.,SECTOR,6
29736,2568,8704,URBANIZACION TERRA MIA,3023,URB.,URBANIZACION,4
4071,672,8705,SECTOR VILLA DOCENCIA,1246,SECT.,SECTOR,6
8402,8061,8706,SECTOR WAREKENA,7101,SECT.,SECTOR,6
16764,2614,8707,CASERIO BEJUCALES,6201,CAS.,CASERIO,14
23642,2764,8708,SECTOR CUCHILLA DEL NINO,null,SECT.,SECTOR,6
14027,2046,8709,SECTOR EZEQUIEL ZAMORA,6022,SECT.,SECTOR,6
6389,2134,8710,BARRIO 18 DE JULIO,2126,BARR.,BARRIO,5
4583,1038,8711,SECTOR LA MONTANITA,1209,SECT.,SECTOR,6
1327,1321,8712,BARRIO REVENTON,1193,BARR.,BARRIO,5
5299,2104,8713,BARRIO LA PERSEVERANCIA,2335,BARR.,BARRIO,5
18747,2837,8714,BARRIO CORRALITO,3306,BARR.,BARRIO,5
20611,2869,8715,CASERIO LA LOMA,6152,CAS.,CASERIO,14
31541,3170,8716,SECTOR BARRIO NUEVO,5101,SECT.,SECTOR,6
9159,2338,8717,URBANIZACION VILLAS EL ENCANTO,2209,URB.,URBANIZACION,4
8415,8061,8718,URBANIZACION RUIZ PINEDA,7101,URB.,URBANIZACION,4
29532,2560,8719,BARRIO 5 DE OCTUBRE,3018,BARR.,BARRIO,5
11580,2388,8720,CASERIO EL CUJISAL,4126,CAS.,CASERIO,14
570,567,8721,URBANIZACION 10 DE MARZO,1161,URB.,URBANIZACION,4
30654,2771,8722,SECTOR EL TUEY,6309,SECT.,SECTOR,6
30674,2772,8723,BARRIO MARIA AUXILIADORA,6312,BARR.,BARRIO,5
29977,2576,8724,CASERIO EL UBEDAL,3050,CAS.,CASERIO,14
1131,1091,8725,URBANIZACION EL TORREON,1191,URB.,URBANIZACION,4
3653,1490,8726,SECTOR LOS LEONES,3214,SECT.,SECTOR,6
33897,3241,8727,BARRIO NUEVA MIRANDA IV,4036,BARR.,BARRIO,5
10567,2502,8728,SECTOR MORRO LOS BANOS,2301,SECT.,SECTOR,6
24764,2284,8729,URBANIZACION ARAGUANEY,2011,URB.,URBANIZACION,4
7785,5777,8730,URBANIZACION CANA DE AZUCAR SECTOR V,2105,URB.,URBANIZACION,4
18588,2831,8731,URBANIZACION BOSQUE DE CAMORUCO M 4,3301,URB.,URBANIZACION,4
21666,2922,8732,SECTOR PERIMETRAL,6101,SECT.,SECTOR,6
21968,2663,8733,BARRIO AROA 2,null,BARR.,BARRIO,5
18534,2831,8734,BARRIO BELLAS ARTES,3301,BARR.,BARRIO,5
23889,23879,8735,BARRIO MAIPURE SUR,8001,BARR.,BARRIO,5
22069,2667,8736,URBANIZACION EL CANADON,null,URB.,URBANIZACION,4
4679,1075,8737,CASERIO MACANILLA,1243,CAS.,CASERIO,14
18679,2832,8738,BARRIO JOSE GREGORIO HERNANDEZ,3301,BARR.,BARRIO,5
12445,2435,8739,CASERIO EL CARDON,4101,CAS.,CASERIO,14
12653,2440,8740,URBANIZACION CIUDAD FLAMINGO,2061,URB.,URBANIZACION,4
13402,1995,8741,SECTOR COCO E MONO,6002,SECT.,SECTOR,6
34059,3249,8742,SECTOR JAPREIRA,4047,SECT.,SECTOR,6
5532,2113,8743,ZONA MILITAR CAVIM,2103,ZONA,ZONA,11
7804,6298,8744,SECTOR RURAL SAN FRANCISCO DE CARA,2334,SECT.,SECTOR,6
32208,3189,8745,SECTOR CAMPO ELIAS,4032,SECT.,SECTOR,6
11810,2400,8746,PUEBLO PEDREGAL,4137,PBLO.,PUEBLO,8
20869,2886,8747,SECTOR FUNDO SAN JUAN,6155,SECT.,SECTOR,6
9067,2338,8748,BARRIO LA FLORESTA IV,2209,BARR.,BARRIO,5
12340,2428,8749,SECTOR EL MATADERO,4157,SECT.,SECTOR,6
26084,2994,8750,URBANIZACION TERRAZAS DE JALISCO I ETAPA,3140,URB.,URBANIZACION,4
26286,2940,8751,SECTOR LA FILA DE GUARAMACAL,3118,SECT.,SECTOR,6
31897,31884,8752,SECTOR 4 BOCAS,5147,SECT.,SECTOR,6
22122,2669,8753,SECTOR PADRE GRANADOS,null,SECT.,SECTOR,6
15534,3087,8754,BARRIO FATIMA,5022,BARR.,BARRIO,5
1856,15,8755,SECTOR EL BOSQUE,1091,SECT.,SECTOR,6
17238,2634,8756,CASERIO MONTE OSCURO,6201,CAS.,CASERIO,14
1521,1512,8757,BARRIO EL JOBITO,3201,BARR.,BARRIO,5
21821,2660,8758,SECTOR CANA BRAVA,null,SECT.,SECTOR,6
30672,2771,8759,URBANIZACION LAS VILLAS,6309,URB.,URBANIZACION,4
5120,1316,8760,URBANIZACION COLINAS DE SANTA ROSA,1211,URB.,URBANIZACION,4
16919,2622,8761,CASERIO LAS ALHUACAS,6201,CAS.,CASERIO,14
10025,2480,8762,SECTOR PAJA BRAVA,2358,SECT.,SECTOR,6
28355,2986,8763,ORG. COMUNITARIA DE VIVIENDAS COMUNA FRANCISCO DE MIRANDA,3107,OCV,ORG. COMUNITARIA DE VIVIENDAS,16
23576,2756,8764,SECTOR EL ANIL,null,SECT.,SECTOR,6
3376,1388,8765,CASERIO LOS VACOS,3210,CAS.,CASERIO,14
31721,3173,8766,URBANIZACION FUNDACION,5147,URB.,URBANIZACION,4
33207,3226,8767,BARRIO MARACAIBO ANTANON,4001,BARR.,BARRIO,5
33251,3227,8768,URBANIZACION SANTA MARIA,4005,URB.,URBANIZACION,4
7904,2359,8769,URBANIZACION LOS CEDROS,6401,URB.,URBANIZACION,4
19955,2179,8770,SECTOR LAS GUACHARACAS,5210,SECT.,SECTOR,6
18569,2831,8771,BARRIO VILLA PASTORA,3301,BARR.,BARRIO,5
27673,3032,8772,SECTOR LOS TEREQUES,3147,SECT.,SECTOR,6
22986,2729,8773,URBANIZACION LA INMACULADA,null,URB.,URBANIZACION,4
11630,2388,8774,SECTOR SANTANITA,4126,SECT.,SECTOR,6
25941,2311,8775,BARRIO SAN RAFAEL,2001,BARR.,BARRIO,5
34221,3256,8776,BARRIO SANTA FE II,4004,BARR.,BARRIO,5
14356,2062,8777,URBANIZACION DONA CONCEPCION BOLIVAR,6001,URB.,URBANIZACION,4
16158,3119,8778,URBANIZACION CONJ. RESD. LAURELES DE LA CAS,5001,URB.,URBANIZACION,4
27791,3038,8779,URBANIZACION EL RINCON,3106,URB.,URBANIZACION,4
4063,672,8780,SECTOR EL CHINCHORRO,1246,SECT.,SECTOR,6
17257,2634,8781,SECTOR MERCADO VIEJO,6201,SECT.,SECTOR,6
23600,2756,8782,SECTOR SAN DIEGO,null,SECT.,SECTOR,6
6778,2222,8783,CASERIO BARRIALON,8007,CAS.,CASERIO,14
24296,2272,8784,COMUNIDAD NUESTRO ESFUERZO,2017,COM.,COMUNIDAD,15
16774,2614,8785,SECTOR BUENA VISTA,6201,SECT.,SECTOR,6
14118,2051,8786,SECTOR SAN JUAN DE CAPISTRANO,6005,SECT.,SECTOR,6
23324,2746,8787,CASERIO SANTA CATALINA,null,CAS.,CASERIO,14
14742,3052,8788,URBANIZACION TERRAZAS SANTA MARGARITA,5007,URB.,URBANIZACION,4
13398,1995,8789,SECTOR BOSQUES DE VIENA,6002,SECT.,SECTOR,6
16058,3117,8790,SECTOR UNIDAD VECINAL,5001,SECT.,SECTOR,6
33249,3227,8791,SECTOR VERITAS,4005,SECT.,SECTOR,6
19270,2146,8792,URBANIZACION LOMAS DE BATATUY,5216,URB.,URBANIZACION,4
1615,1613,8793,BARRIO OBONTICO,3201,BARR.,BARRIO,5
9792,2097,8794,SECTOR RABANAL,7011,SECT.,SECTOR,6
11867,2405,8795,SECTOR SANTA ANA,4101,SECT.,SECTOR,6
21858,2661,8796,BARRIO LAS FLORES PARTE BAJA,null,BARR.,BARRIO,5
25100,2293,8797,URBANIZACION QUIZANDAL,2050,URB.,URBANIZACION,4
11983,2412,8798,SECTOR CAYERUA,4150,SECT.,SECTOR,6
14719,3052,8799,BARRIO RUIZ PINEDA,5007,BARR.,BARRIO,5
30889,2784,8800,SECTOR SAN LORENZO,6316,SECT.,SECTOR,6
10088,2484,8801,CASERIO LOS ANDRECEROS,2312,CAS.,CASERIO,14
8460,8119,8802,SECTOR COROCITO,7101,SECT.,SECTOR,6
22907,2727,8803,SECTOR PLAYONES,null,SECT.,SECTOR,6
27398,3014,8804,URBANIZACION BRISAS DEL ARAGUANEY,3101,URB.,URBANIZACION,4
22000,2663,8805,URBANIZACION VILLA DE LOS ANGELES,null,URB.,URBANIZACION,4
29958,2573,8806,URBANIZACION INAVI,3015,URB.,URBANIZACION,4
30716,2772,8807,URBANIZACION ECOISLA I Y II,6320,URB.,URBANIZACION,4
1428,1422,8808,URBANIZACION VALLE FRESCO,3210,URB.,URBANIZACION,4
29871,2569,8809,URBANIZACION PRADOS DEL GOLF III,3023,URB.,URBANIZACION,4
30128,2582,8810,CASERIO PUENTE TORRES,3050,CAS.,CASERIO,14
12666,2445,8811,SECTOR CAMPO ALEGRE,4163,SECT.,SECTOR,6
24250,2271,8812,BARRIO PUNTA PALMITA,2017,BARR.,BARRIO,5
20307,2193,8813,SECTOR VISTA HERMOSA,5201,SECT.,SECTOR,6
28297,3273,8814,ASENTAMIENTO SAN ISIDRO I,3158,ASENT.,ASENTAMIENTO,17
7526,6971,8815,SECTOR RIO GRANDE,8054,SECT.,SECTOR,6
15180,3065,8816,SECTOR ZIGZAG,5032,SECT.,SECTOR,6
18901,2844,8817,CASERIO VIBORAL,3351,CAS.,CASERIO,14
27588,3030,8818,SECTOR VEGA ARRIBA,3147,SECT.,SECTOR,6
26208,2936,8819,URBANIZACION MI JARDIN,3103,URB.,URBANIZACION,4
9915,2102,8820,SECTOR SAMAN LLORON,7001,SECT.,SECTOR,6
13791,13777,8821,CASERIO EL SALAO,6020,CAS.,CASERIO,14
28966,2543,8822,SECTOR EL MAMON-PAVIA,3001,SECT.,SECTOR,6
32728,3207,8823,SECTOR LA RINCONADA,4016,SECT.,SECTOR,6
20124,2186,8824,SECTOR CANO DE OSO II,5214,SECT.,SECTOR,6
26421,2954,8825,SECTOR EL CEMENTERIO,3124,SECT.,SECTOR,6
19138,2138,8826,SECTOR LOS RASTROJOS,5224,SECT.,SECTOR,6
9316,2078,8827,BARRIO 23 DE ENERO,7001,BARR.,BARRIO,5
3780,1493,8828,CASERIO AGUA LINDA,3201,CAS.,CASERIO,14
20368,2197,8829,SECTOR MATA LEON,5221,SECT.,SECTOR,6
16755,2613,8830,CASERIO SAN JOSE DE AREO,6201,CAS.,CASERIO,14
26100,2916,8831,URBANIZACION EL VALLE SECTOR E,6101,URB.,URBANIZACION,4
22801,2715,8832,URBANIZACION LA PEDREGOSA,null,URB.,URBANIZACION,4
5203,1318,8833,URBANIZACION CIUDAD HERMOSA TERRAZA 41,1211,URB.,URBANIZACION,4
32507,3196,8834,SECTOR LA CIENEGA,4033,SECT.,SECTOR,6
12660,2445,8835,CASERIO ARAJU,4163,CAS.,CASERIO,14
7050,2246,8836,SECTOR CHAPARRAL,8050,SECT.,SECTOR,6
11361,2381,8837,SECTOR PUERTO DE ZAZARIDA,4120,SECT.,SECTOR,6
23223,2741,8838,SECTOR RIO ARRIBA,null,SECT.,SECTOR,6
3818,3145,8839,CASERIO SANTA LUCIA,3201,CAS.,CASERIO,14
3813,3145,8840,CASERIO LA VEGA,3201,CAS.,CASERIO,14
16012,3117,8841,BARRIO CENTRAL,5001,BARR.,BARRIO,5
15836,3107,8842,BARRIO EL CASTILLO,5048,BARR.,BARRIO,5
18627,2831,8843,URBANIZACION LOS CORTIJOS,3301,URB.,URBANIZACION,4
1248,1233,8844,BARRIO LA LUCHA,1070,BARR.,BARRIO,5
30406,2593,8845,CASERIO LAS PALMAS DEL LIMON,3031,CAS.,CASERIO,14
24459,2276,8846,CENTRO CASCO CENTRAL YAGUA,2015,CTRO.,CENTRO,12
22641,2707,8847,URBANIZACION VILLA SANTA,null,URB.,URBANIZACION,4
34281,3258,8848,BARRIO JUAN PABLO II,4004,BARR.,BARRIO,5
25884,2310,8849,URBANIZACION PARQUE VALENCIA SECT. 11,2003,URB.,URBANIZACION,4
6880,2228,8850,SECTOR VALLE VERDE,8056,SECT.,SECTOR,6
28762,2540,8851,URBANIZACION NUEVA SEGOVIA,3001,URB.,URBANIZACION,4
5217,1318,8852,URBANIZACION CIUDAD HERMOSA TERRAZA 54,1211,URB.,URBANIZACION,4
5366,2106,8853,BARRIO LOS JABILLOS,2106,BARR.,BARRIO,5
13784,2031,8854,CASERIO TERRONAL,6001,CAS.,CASERIO,14
17599,2803,8855,CASERIO VIRGEN DEL CARMEN,3303,CAS.,CASERIO,14
1060,1042,8856,SECTOR OAM,1173,SECT.,SECTOR,6
16098,3118,8857,URBANIZACION PIRINEOS NORTE,5001,URB.,URBANIZACION,4
23862,23840,8858,BARRIO LLANO ALTO,8001,BARR.,BARRIO,5
9337,2078,8859,BARRIO SAN JOSE,7001,BARR.,BARRIO,5
5015,1157,8860,SECTOR LOS ANILES,1212,SECT.,SECTOR,6
29834,2569,8861,URBANIZACION IRIS ROSA,3023,URB.,URBANIZACION,4
15798,3104,8862,URBANIZACION LESMES GOMEZ,5038,URB.,URBANIZACION,4
31700,3173,8863,SECTOR ANDRES ELOY BLANCO,5147,SECT.,SECTOR,6
29149,2545,8864,URBANIZACION LOS APAMATES,3001,URB.,URBANIZACION,4
30224,2589,8865,CASERIO EL RODEO,3050,CAS.,CASERIO,14
23072,2736,8866,SECTOR LOS BERROS,null,SECT.,SECTOR,6
25006,2290,8867,URBANIZACION JUAN JACINTO LARA,2005,URB.,URBANIZACION,4
27130,3002,8868,SECTOR CAMPO ESTRELLA,3153,SECT.,SECTOR,6
32489,3194,8869,URBANIZACION EL JUNCAL,5068,URB.,URBANIZACION,4
19975,2179,8870,SECTOR PUENTE SURIPA,5210,SECT.,SECTOR,6
21649,2922,8871,SECTOR CLINICA SANTA ROSA,6101,SECT.,SECTOR,6
18213,2817,8872,SECTOR CHIRIGUARE,3354,SECT.,SECTOR,6
22237,2678,8873,ALDEA SORTIFRAN,null,ALD,ALDEA,23
21308,2916,8874,PARCELAMIENTO BELLO CAMPO,6101,PARC.,PARCELAMIENTO,18
4722,1077,8875,CASERIO EL SILENCIO SAN ANTONIO,1236,CAS.,CASERIO,14
20661,2876,8876,SECTOR PLAYA GRANDE,6150,SECT.,SECTOR,6
29598,2562,8877,SECTOR EL MOLINO,3058,SECT.,SECTOR,6
12946,2455,8878,URBANIZACION TUQUE 2,2055,URB.,URBANIZACION,4
15139,3065,8879,CASERIO EL TOPACIO,5032,CAS.,CASERIO,14
15320,3079,8880,CASERIO LA LAGUNA,5021,CAS.,CASERIO,14
29624,2565,8881,CASERIO LA LAGUNA,3018,CAS.,CASERIO,14
5183,1318,8882,URBANIZACION CIUDAD HERMOSA TERRAZA 22,1211,URB.,URBANIZACION,4
15691,3099,8883,ALDEA LA LLANADA,5033,ALD,ALDEA,23
29719,2568,8884,URBANIZACION LOS SAMANES,3023,URB.,URBANIZACION,4
21228,2910,8885,SECTOR SAUCEDO,6126,SECT.,SECTOR,6
8933,2329,8886,SECTOR PINERO,2214,SECT.,SECTOR,6
24067,2267,8887,SECTOR LOS BANOS LAS DELICIAS,2038,SECT.,SECTOR,6
29644,2567,8888,SECTOR PENUZCO,3023,SECT.,SECTOR,6
13611,2015,8889,CENTRO CASCO CENTRAL,6014,CTRO.,CENTRO,12
24178,2269,8890,CENTRO CASCO CENTRAL TACARIGUA,2003,CTRO.,CENTRO,12
25358,2301,8891,URBANIZACION CONJ. RESD. LAS TRIANAS,2006,URB.,URBANIZACION,4
34439,3276,8892,BARRIO LA UNION,4014,BARR.,BARRIO,5
26653,2966,8893,SECTOR EL CALVARIO,3105,SECT.,SECTOR,6
14788,14776,8894,SECTOR CAMPO C,5009,SECT.,SECTOR,6
23665,2764,8895,URBANIZACION URB. DONA EMMA,null,URB.,URBANIZACION,4
20994,2896,8896,CENTRO CASCO CENTRAL IRAPA,6156,CTRO.,CENTRO,12
15335,3079,8897,URBANIZACION NUESTRA SRA DE LOURDES,5021,URB.,URBANIZACION,4
11290,2378,8898,CENTRO CASCO CENTRAL,4117,CTRO.,CENTRO,12
9839,2099,8899,URBANIZACION EL RECREO I,7001,URB.,URBANIZACION,4
33658,3234,8900,BARRIO LA MISION,4001,BARR.,BARRIO,5
18921,2846,8901,CASERIO LA BANDA,3351,CAS.,CASERIO,14
23119,2738,8902,SECTOR LA RANCHERIA,null,SECT.,SECTOR,6
7045,2246,8903,CASERIO LOS ARRENDAJOS,8050,CAS.,CASERIO,14
20866,2886,8904,SECTOR CAMPO OBRERO,6155,SECT.,SECTOR,6
14000,2044,8905,PUEBLO MUNDO NUEVO,6001,PBLO.,PUEBLO,8
18249,2819,8906,CASERIO EL RINCON DE CRUZ VERDE,3357,CAS.,CASERIO,14
16935,2626,8907,BARRIO LA CARBONERA,6201,BARR.,BARRIO,5
4262,775,8908,CASERIO LAS MARTINEZ,1228,CAS.,CASERIO,14
24264,2271,8909,SECTOR VISTA HERMOSA,2017,SECT.,SECTOR,6
11940,2410,8910,CASERIO SAN VICENTE SECTOR ISIRITO,4151,CAS.,CASERIO,14
19656,2166,8911,SECTOR CARONI,5205,SECT.,SECTOR,6
22935,2729,8912,SECTOR CANO CARBON,null,SECT.,SECTOR,6
7606,7083,8913,SECTOR INDEPENDENCIA,8052,SECT.,SECTOR,6
29389,2551,8914,CASERIO JARAMILLAL,3063,CAS.,CASERIO,14
32499,3196,8915,SECTOR CIENEGUITA,4033,SECT.,SECTOR,6
6694,2216,8916,URBANIZACION GUAYANA,8050,URB.,URBANIZACION,4
28017,2700,8917,SECTOR CASA AZUL,3164,SECT.,SECTOR,6
22644,2708,8918,SECTOR EL ROSARIO,null,SECT.,SECTOR,6
29249,2546,8919,SECTOR VICENTE RIVERO,3001,SECT.,SECTOR,6
8362,8061,8920,BARRIO BRISAS DEL AEROPUERTO,7101,BARR.,BARRIO,5
18131,2816,8921,BARRIO EL RIO,3354,BARR.,BARRIO,5
7513,6971,8922,SECTOR CUCHIMA,8054,SECT.,SECTOR,6
9719,2087,8923,"SECTOR CUNAVICHITO, STA. ELENA",7001,SECT.,SECTOR,6
18407,2822,8924,CASERIO EL TIGRE,3352,CAS.,CASERIO,14
21163,2907,8925,CASERIO GUASIMILLA,6106,CAS.,CASERIO,14
8600,8293,8926,BARRIO SOLANO,7101,BARR.,BARRIO,5
12021,2415,8927,CASERIO LA QUINTA,4152,CAS.,CASERIO,14
26572,2961,8928,CASERIO SAN PEDRO,3125,CAS.,CASERIO,14
16226,3122,8929,URBANIZACION EL BOSQUE,5038,URB.,URBANIZACION,4
27605,3031,8930,SECTOR LA MONTANA,3145,SECT.,SECTOR,6
20198,2188,8931,CASERIO LA TIGRA,5214,CAS.,CASERIO,14
7533,7221,8932,CASERIO EL EMPUJE,8052,CAS.,CASERIO,14
19554,2162,8933,BARRIO ALFA Y OMEGA,5201,BARR.,BARRIO,5
10332,2492,8934,SECTOR SAN JOSE,2320,SECT.,SECTOR,6
19061,2852,8935,CASERIO EL JOBAL,3308,CAS.,CASERIO,14
15214,3071,8936,BARRIO BELLA VISTA,5020,BARR.,BARRIO,5
5109,1316,8937,URBANIZACION ANTONIO JOSE DE SUCRE,1211,URB.,URBANIZACION,4
20723,2878,8938,SECTOR EL CARO,6150,SECT.,SECTOR,6
3747,3144,8939,URBANIZACION LA GRANJA SAN RAFAEL,3203,URB.,URBANIZACION,4
8671,2317,8940,SECTOR APARTADERO,2202,SECT.,SECTOR,6
28000,27941,8941,SECTOR UNION,5146,SECT.,SECTOR,6
7037,2245,8942,CASERIO PUEBLO SUCRE,8052,CAS.,CASERIO,14
13199,2472,8943,SECTOR SUR,4167,SECT.,SECTOR,6
25909,2310,8944,URBANIZACION SANTA INES,2003,URB.,URBANIZACION,4
31464,3169,8945,SECTOR CAUCAGUITA,5101,SECT.,SECTOR,6
28556,2536,8946,CASERIO PICO PICO,3025,CAS.,CASERIO,14
33366,3230,8947,BARRIO EL DESPERTAR,4001,BARR.,BARRIO,5
30531,2595,8948,CASERIO PALMARITO,3031,CAS.,CASERIO,14
26695,2967,8949,CASERIO LA CANDELARIA,3105,CAS.,CASERIO,14
4879,1080,8950,URBANIZACION CARDENAL TERESENO,1214,URB.,URBANIZACION,4
4818,1080,8951,SECTOR EL LIMON,1214,SECT.,SECTOR,6
24042,2265,8952,SECTOR GRANO DE ORO,2044,SECT.,SECTOR,6
12314,2428,8953,CASERIO FORTALEZA,4157,CAS.,CASERIO,14
10585,2502,8954,URBANIZACION CARMEN ELINA,2301,URB.,URBANIZACION,4
17700,2803,8955,URBANIZACION SAN LUIS,3303,URB.,URBANIZACION,4
15251,3071,8956,SECTOR SAN BENITO,5020,SECT.,SECTOR,6
26188,2936,8957,SECTOR LAS GUAYABITAS,3103,SECT.,SECTOR,6
5219,1318,8958,URBANIZACION CIUDAD HERMOSA TERRAZA 6,1211,URB.,URBANIZACION,4
20000,2181,8959,SECTOR EL CANDELO,5213,SECT.,SECTOR,6
22115,2669,8960,SECTOR LOS RANCHOS,null,SECT.,SECTOR,6
3289,2443,8961,CASERIO KM 30,4101,CAS.,CASERIO,14
10385,2497,8962,CASERIO SALITRAL,2301,CAS.,CASERIO,14
860,853,8963,URBANIZACION LOS GERANIOS,1081,URB.,URBANIZACION,4
4991,1157,8964,SECTOR 23 DE ENERO,1212,SECT.,SECTOR,6
29795,2569,8965,SECTOR LOS RASTROJOS,3023,SECT.,SECTOR,6
19141,2138,8966,SECTOR MASPARRO CAMBUR,5224,SECT.,SECTOR,6
15828,3105,8967,SECTOR PAJITA,5038,SECT.,SECTOR,6
22440,2691,8968,SECTOR LA MADRID,null,SECT.,SECTOR,6
28923,2543,8969,BARRIO SAN FRANCISCO,3001,BARR.,BARRIO,5
29732,2568,8970,URBANIZACION SANTA LUCIA,3023,URB.,URBANIZACION,4
25962,2312,8971,SECTOR SAN JOSE,2001,SECT.,SECTOR,6
30683,2772,8972,SECTOR BRISAS DE ESPERANZA,6301,SECT.,SECTOR,6
33978,3245,8973,SECTOR LAS MERCEDES,4036,SECT.,SECTOR,6
9600,9501,8974,SECTOR SAN PABLO DE LOS COCOS,5063,SECT.,SECTOR,6
18116,2813,8975,SECTOR LOS PLAYONES,3350,SECT.,SECTOR,6
7375,6791,8976,BARRIO 1ERO DE MAYO,8007,BARR.,BARRIO,5
19511,2159,8977,CENTRO CASCO CENTRAL,5201,CTRO.,CENTRO,12
27859,3040,8978,CERRO LA CRUZ,3101,CERRO,CERRO,10
22359,2685,8979,CASERIO SANTA ROSALIA,null,CAS.,CASERIO,14
25171,2296,8980,URBANIZACION LAS CORINAS INAVI,2050,URB.,URBANIZACION,4
11378,2383,8981,SECTOR EL CAIMAN,4110,SECT.,SECTOR,6
11938,2410,8982,CASERIO SAN VICENTE,4151,CAS.,CASERIO,14
5085,1316,8983,SECTOR MARIN II,1211,SECT.,SECTOR,6
13513,2007,8984,SECTOR BARRIO LOCO,6052,SECT.,SECTOR,6
9628,2092,8985,BARRIO LA LIBERTAD,5032,BARR.,BARRIO,5
